Id,From,Routing,Reason,Amount,Balance,Date
100050827,Erika Wagner,010144206,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306877,"<span class=""text-uppercase"">18/May/2026 15:58</span>"
100050824,Erika Wagner,010144206,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306864,"<span class=""text-uppercase"">18/May/2026 15:58</span>"
100050819,Erika Wagner,010144206,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306851,"<span class=""text-uppercase"">18/May/2026 15:58</span>"
100050814,Erika Wagner,010144206,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306838,"<span class=""text-uppercase"">18/May/2026 15:58</span>"
100050809,Erika Wagner,010144206,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306825,"<span class=""text-uppercase"">18/May/2026 15:58</span>"
100050805,Erika Wagner,010144206,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306812,"<span class=""text-uppercase"">18/May/2026 15:58</span>"
100050801,Erika Wagner,010144206,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306799,"<span class=""text-uppercase"">18/May/2026 15:58</span>"
100050798,Erika Wagner,010144206,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306786,"<span class=""text-uppercase"">18/May/2026 15:58</span>"
100050795,Erika Wagner,010144206,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306773,"<span class=""text-uppercase"">18/May/2026 15:58</span>"
100050792,Erika Wagner,010144206,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306760,"<span class=""text-uppercase"">18/May/2026 15:58</span>"
100050341,Erika Wagner,010144206,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306747,"<span class=""text-uppercase"">18/May/2026 15:49</span>"
100050338,Erika Wagner,010144206,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306734,"<span class=""text-uppercase"">18/May/2026 15:49</span>"
100050335,Erika Wagner,010144206,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306721,"<span class=""text-uppercase"">18/May/2026 15:49</span>"
100050332,Erika Wagner,010144206,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306708,"<span class=""text-uppercase"">18/May/2026 15:49</span>"
100050327,Erika Wagner,010144206,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306695,"<span class=""text-uppercase"">18/May/2026 15:49</span>"
100050324,Erika Wagner,010144206,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306682,"<span class=""text-uppercase"">18/May/2026 15:49</span>"
100050321,Erika Wagner,010144206,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306669,"<span class=""text-uppercase"">18/May/2026 15:49</span>"
100050317,Erika Wagner,010144206,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306656,"<span class=""text-uppercase"">18/May/2026 15:49</span>"
100050312,Erika Wagner,010144206,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306643,"<span class=""text-uppercase"">18/May/2026 15:48</span>"
100050304,Erika Wagner,010144206,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306630,"<span class=""text-uppercase"">18/May/2026 15:48</span>"
100050301,Erika Wagner,010144206,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306617,"<span class=""text-uppercase"">18/May/2026 15:48</span>"
100050298,Erika Wagner,010144206,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306604,"<span class=""text-uppercase"">18/May/2026 15:48</span>"
100050295,Erika Wagner,010144206,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306591,"<span class=""text-uppercase"">18/May/2026 15:48</span>"
100050291,Erika Wagner,010144206,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306578,"<span class=""text-uppercase"">18/May/2026 15:48</span>"
100050287,Erika Wagner,010144206,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306565,"<span class=""text-uppercase"">18/May/2026 15:48</span>"
100050284,Erika Wagner,010144206,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306552,"<span class=""text-uppercase"">18/May/2026 15:48</span>"
100050281,Erika Wagner,010144206,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306539,"<span class=""text-uppercase"">18/May/2026 15:48</span>"
100050278,Erika Wagner,010144206,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306526,"<span class=""text-uppercase"">18/May/2026 15:48</span>"
100050275,Erika Wagner,010144206,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306513,"<span class=""text-uppercase"">18/May/2026 15:48</span>"
100050272,Erika Wagner,010144206,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306500,"<span class=""text-uppercase"">18/May/2026 15:48</span>"
100048368,Grapeseed LTD Gas Station,030000298,Vehicle Refuel,<span class='transaction-amount' style='color: red'>-$512</span>,306487,"<span class=""text-uppercase"">18/May/2026 14:46</span>"
100048286,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306999,"<span class=""text-uppercase"">18/May/2026 14:44</span>"
100048282,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306986,"<span class=""text-uppercase"">18/May/2026 14:44</span>"
100048276,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306973,"<span class=""text-uppercase"">18/May/2026 14:44</span>"
100048273,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306960,"<span class=""text-uppercase"">18/May/2026 14:44</span>"
100048271,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306947,"<span class=""text-uppercase"">18/May/2026 14:44</span>"
100048269,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306934,"<span class=""text-uppercase"">18/May/2026 14:44</span>"
100048267,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306921,"<span class=""text-uppercase"">18/May/2026 14:44</span>"
100048265,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306908,"<span class=""text-uppercase"">18/May/2026 14:44</span>"
100048263,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306895,"<span class=""text-uppercase"">18/May/2026 14:44</span>"
100048260,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306882,"<span class=""text-uppercase"">18/May/2026 14:44</span>"
100048257,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306869,"<span class=""text-uppercase"">18/May/2026 14:44</span>"
100048254,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306856,"<span class=""text-uppercase"">18/May/2026 14:44</span>"
100048251,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306843,"<span class=""text-uppercase"">18/May/2026 14:44</span>"
100048249,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306830,"<span class=""text-uppercase"">18/May/2026 14:44</span>"
100048246,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306817,"<span class=""text-uppercase"">18/May/2026 14:44</span>"
100048244,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306804,"<span class=""text-uppercase"">18/May/2026 14:44</span>"
100048218,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306791,"<span class=""text-uppercase"">18/May/2026 14:43</span>"
100048215,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306778,"<span class=""text-uppercase"">18/May/2026 14:43</span>"
100048212,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306765,"<span class=""text-uppercase"">18/May/2026 14:43</span>"
100048210,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306752,"<span class=""text-uppercase"">18/May/2026 14:43</span>"
100047355,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306739,"<span class=""text-uppercase"">18/May/2026 14:19</span>"
100047351,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306726,"<span class=""text-uppercase"">18/May/2026 14:19</span>"
100047349,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306713,"<span class=""text-uppercase"">18/May/2026 14:19</span>"
100047345,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306700,"<span class=""text-uppercase"">18/May/2026 14:19</span>"
100047338,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306687,"<span class=""text-uppercase"">18/May/2026 14:19</span>"
100047334,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306674,"<span class=""text-uppercase"">18/May/2026 14:19</span>"
100047330,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306661,"<span class=""text-uppercase"">18/May/2026 14:19</span>"
100047328,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306648,"<span class=""text-uppercase"">18/May/2026 14:19</span>"
100047326,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306635,"<span class=""text-uppercase"">18/May/2026 14:19</span>"
100047324,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306622,"<span class=""text-uppercase"">18/May/2026 14:18</span>"
100047322,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306609,"<span class=""text-uppercase"">18/May/2026 14:18</span>"
100047320,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306596,"<span class=""text-uppercase"">18/May/2026 14:18</span>"
100047318,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306583,"<span class=""text-uppercase"">18/May/2026 14:18</span>"
100047315,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306570,"<span class=""text-uppercase"">18/May/2026 14:18</span>"
100047313,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306557,"<span class=""text-uppercase"">18/May/2026 14:18</span>"
100047310,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306544,"<span class=""text-uppercase"">18/May/2026 14:18</span>"
100047308,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306531,"<span class=""text-uppercase"">18/May/2026 14:18</span>"
100047306,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306518,"<span class=""text-uppercase"">18/May/2026 14:18</span>"
100047304,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306505,"<span class=""text-uppercase"">18/May/2026 14:18</span>"
100047302,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306492,"<span class=""text-uppercase"">18/May/2026 14:18</span>"
100047078,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306479,"<span class=""text-uppercase"">18/May/2026 14:10</span>"
100047073,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306466,"<span class=""text-uppercase"">18/May/2026 14:10</span>"
100047070,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306453,"<span class=""text-uppercase"">18/May/2026 14:10</span>"
100047064,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306440,"<span class=""text-uppercase"">18/May/2026 14:10</span>"
100047059,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306427,"<span class=""text-uppercase"">18/May/2026 14:10</span>"
100047052,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306414,"<span class=""text-uppercase"">18/May/2026 14:10</span>"
100047049,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306401,"<span class=""text-uppercase"">18/May/2026 14:10</span>"
100047046,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306388,"<span class=""text-uppercase"">18/May/2026 14:10</span>"
100047032,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306375,"<span class=""text-uppercase"">18/May/2026 14:10</span>"
100047025,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306362,"<span class=""text-uppercase"">18/May/2026 14:10</span>"
100047022,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306349,"<span class=""text-uppercase"">18/May/2026 14:10</span>"
100047019,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306336,"<span class=""text-uppercase"">18/May/2026 14:10</span>"
100047016,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306323,"<span class=""text-uppercase"">18/May/2026 14:10</span>"
100047013,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306310,"<span class=""text-uppercase"">18/May/2026 14:10</span>"
100047010,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306297,"<span class=""text-uppercase"">18/May/2026 14:10</span>"
100047006,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306284,"<span class=""text-uppercase"">18/May/2026 14:10</span>"
100047003,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306271,"<span class=""text-uppercase"">18/May/2026 14:10</span>"
100046999,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306258,"<span class=""text-uppercase"">18/May/2026 14:09</span>"
100046996,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306245,"<span class=""text-uppercase"">18/May/2026 14:09</span>"
100046993,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306232,"<span class=""text-uppercase"">18/May/2026 14:09</span>"
100046667,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306219,"<span class=""text-uppercase"">18/May/2026 14:00</span>"
100046664,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306206,"<span class=""text-uppercase"">18/May/2026 14:00</span>"
100046661,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306193,"<span class=""text-uppercase"">18/May/2026 13:59</span>"
100046658,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306180,"<span class=""text-uppercase"">18/May/2026 13:59</span>"
100046655,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306167,"<span class=""text-uppercase"">18/May/2026 13:59</span>"
100046652,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306154,"<span class=""text-uppercase"">18/May/2026 13:59</span>"
100046649,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306141,"<span class=""text-uppercase"">18/May/2026 13:59</span>"
100046646,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306128,"<span class=""text-uppercase"">18/May/2026 13:59</span>"
100046643,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306115,"<span class=""text-uppercase"">18/May/2026 13:59</span>"
100046640,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306102,"<span class=""text-uppercase"">18/May/2026 13:59</span>"
100046636,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306089,"<span class=""text-uppercase"">18/May/2026 13:59</span>"
100046633,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306076,"<span class=""text-uppercase"">18/May/2026 13:59</span>"
100046630,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306063,"<span class=""text-uppercase"">18/May/2026 13:59</span>"
100046627,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306050,"<span class=""text-uppercase"">18/May/2026 13:59</span>"
100046624,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306037,"<span class=""text-uppercase"">18/May/2026 13:59</span>"
100046621,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306024,"<span class=""text-uppercase"">18/May/2026 13:59</span>"
100046618,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,306011,"<span class=""text-uppercase"">18/May/2026 13:59</span>"
100046615,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,305998,"<span class=""text-uppercase"">18/May/2026 13:59</span>"
100046612,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,305985,"<span class=""text-uppercase"">18/May/2026 13:59</span>"
100046609,Jacob Hillis,010148184,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,305972,"<span class=""text-uppercase"">18/May/2026 13:59</span>"
100042892,Emmett Ripley,010137568,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,305959,"<span class=""text-uppercase"">18/May/2026 11:37</span>"
100042890,Emmett Ripley,010137568,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,305946,"<span class=""text-uppercase"">18/May/2026 11:37</span>"
100042888,Emmett Ripley,010137568,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,305933,"<span class=""text-uppercase"">18/May/2026 11:37</span>"
100042886,Emmett Ripley,010137568,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,305920,"<span class=""text-uppercase"">18/May/2026 11:37</span>"
100042884,Emmett Ripley,010137568,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,305907,"<span class=""text-uppercase"">18/May/2026 11:37</span>"
100041643,Erika Wagner,010144206,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,305894,"<span class=""text-uppercase"">18/May/2026 10:27</span>"
100041640,Erika Wagner,010144206,Trucking Commission,<span class='transaction-amount' style='color: green'>+$13</span>,305881,"<span class=""text-uppercase"">18/May/2026 10:27</span>"
